-0.16140674	-0.116933174	0.25877488	1.1396259	2.1135755	-0.5879172	0.42081663	-0.83761835	0.886483	-0.44954434	0.021923592	0.40361416	0.12470793	-0.5983927	-0.39917454	0.60129374
-0.5959971	-0.009826254	0.23866291	0.59172755	0.73629475	0.27747622	-0.18058343	-0.32519072	-0.101603925	-0.38101077	0.28121847	1.1536876	-0.85038936	-0.24076806	0.4195745	0.26702857
-0.09402678	-0.5273936	-0.21059409	-0.006	1.1749581	0.0030558852	-0.61647457	0.48878098	0.26937556	-0.6670401	-0.29973042	0.7934753	-0.35758245	-0.25244096	0.030318076	0.10732886
-0.07516283	0.24725972	0.26224247	0.104565695	0.19941719	-0.16297595	0.31977424	-0.2482537	0.27128118	0.07628753	0.17638524	-0.120123185	0.15543231	0.0072151357	-0.18072185	0.021058807
-0.14603418	-0.3291409	0.6398962	-0.53887737	0.5462893	0.26350883	-0.20847966	0.5009496	0.7356902	0.22180513	0.09859738	0.14032978	0.14017184	-0.5854257	-0.1714978	0.5534572
1.1320455	-1.2475529	-2.1026454	-0.4806407	1.389134	-0.7312961	-1.4495525	1.0619969	0.35376713	-1.2274812	-1.55108	0.41982082	0.16859429	-0.3619618	-0.5568336	-0.40090668
-0.21082474	-0.22787711	0.0074575287	0.3123475	0.3667495	0.22416085	-0.16377033	-0.16258956	-0.10112161	0.12800233	0.03488007	0.121445626	-0.2443674	-0.28343552	0.3060313	0.40416816
0.657241	-0.13378753	-0.19050261	-0.32541752	0.06263345	-0.496351	0.34682903	0.14380272	0.6681329	0.6293845	-0.42121825	-0.9916995	0.9132516	-0.10505972	-0.68177676	0.25770926
0.38593376	-0.08252392	-0.32209203	0.1033537	0.06620038	-0.40313548	0.17379285	-0.0791887	0.05345448	0.025033643	-0.33761585	-0.42994595	0.31742004	0.03036039	-0.34325975	-0.06617251
0.14178684	0.24914439	-0.8952577	1.4049395	-0.11346095	-0.39440235	0.4781812	-1.661507	-1.1161417	-0.25965035	-0.20921949	-0.06095565	-0.20654967	0.5028624	0.21617885	-0.31658506
